-1.492257	0.8574407	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-1.335177	0.84652	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-1.178097	0.8354432	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-1.021018	0.825592	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-0.863938	0.8167952	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-0.7068583	0.8090523	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-0.5497787	0.8033206	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-0.3926991	0.7981888	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-0.2356194	0.795465	0.07853982	0.07853982	0.005619285	0.005619285	0	0
-0.07853982	0.7938523	0.07853982	0.07853982	0.005619285	0.005619285	0	0
0.07853982	0.7938523	0.07853982	0.07853982	0.005619285	0.005619285	0	0
0.2356194	0.795465	0.07853982	0.07853982	0.005619285	0.005619285	0	0
0.3926991	0.7981888	0.07853982	0.07853982	0.005619285	0.005619285	0	0
0.5497787	0.8033206	0.07853982	0.07853982	0.005619285	0.005619285	0	0
0.7068583	0.8090523	0.07853982	0.07853982	0.005619285	0.005619285	0	0
0.863938	0.8167952	0.07853982	0.07853982	0.005619285	0.005619285	0	0
1.021018	0.825592	0.07853982	0.07853982	0.005619285	0.005619285	0	0
1.178097	0.8354432	0.07853982	0.07853982	0.005619285	0.005619285	0	0
1.335177	0.84652	0.07853982	0.07853982	0.005619285	0.005619285	0	0
1.492257	0.8574407	0.07853982	0.07853982	0.005619285	0.005619285	0	0
1.649336	0.8689555	0.07853982	0.07853982	0.005619285	0.005619285	0	0
1.806416	0.8818131	0.07853982	0.07853982	0.005619285	0.005619285	0	0
1.963495	0.8956277	0.07853982	0.07853982	0.005619285	0.005619285	0	0
2.120575	0.9151674	0.07853982	0.07853982	0.005619285	0.005619285	0	0
2.277655	0.9382698	0.07853982	0.07853982	0.005619285	0.005619285	0	0
2.434734	0.9676167	0.07853982	0.07853982	0.005619285	0.005619285	0	0
2.591814	1.002808	0.07853982	0.07853982	0.005619285	0.005619285	0	0
2.748894	1.044445	0.07853982	0.07853982	0.005619285	0.005619285	0	0
2.905973	1.089037	0.07853982	0.07853982	0.005619285	0.005619285	0	0
3.063053	1.123857	0.07853982	0.07853982	0.005619285	0.005619285	0	0
3.220132	1.123857	0.07853982	0.07853982	0.005619285	0.005619285	0	0
3.377212	1.089037	0.07853982	0.07853982	0.005619285	0.005619285	0	0
3.534292	1.044445	0.07853982	0.07853982	0.005619285	0.005619285	0	0
3.691371	1.002808	0.07853982	0.07853982	0.005619285	0.005619285	0	0
3.848451	0.9676167	0.07853982	0.07853982	0.005619285	0.005619285	0	0
4.005531	0.9382698	0.07853982	0.07853982	0.005619285	0.005619285	0	0
