0.25	0.25	0.25	-0.1426682	0.005348629	0.006017208	0.001897506	0.001897506	-0.1368688	1	0	999
0.75	0.25	0.25	-0.3292146	0.003985844	0.004311219	0.001677961	0.001677961	-0.3203937	1	0	999
1.5	0.5	0.5	-0.4024621	0.004578772	0.004578772	0.004805095	0.004805095	-0.4037914	1	0	999
2.5	0.5	0.5	-0.3721218	0.01202519	0.01226569	0.01045753	0.01045753	-0.3643424	1	0	999
3.5	0.5	995.5	-0.2812217	0.01109017	0.01004393	0.009718452	0.009718452	-0.2815802	1	0	999
											
0.25	0.25	0.25	0.0731583	0.01124659	0.01124659	0.00636863	0.00636863	0.0778816	2	0	999
0.75	0.25	0.25	0.1881469	0.00755551	0.006842726	0.004348741	0.004348741	0.2006146	2	0	999
1.5	0.5	0.5	0.2698613	0.006894784	0.006894784	0.005070148	0.005070148	0.2849776	2	0	999
2.5	0.5	0.5	0.2671436	0.01829483	0.01558448	0.007336318	0.007336318	0.2389061	2	0	999
3.5	0.5	995.5	0.122238	0.02423917	0.02529305	0.04381091	0.04381091	-0.125232	2	0	999
											
0.25	0.25	0.25	0.05156218	0.01632062	0.04151115	0.01236567	0.01236567	-0.02331463	3	0	999
0.75	0.25	0.25	-0.1194772	0.01355151	0.01079527	0.009781393	0.009781393	-0.1070608	3	0	999
1.5	0.5	0.5	-0.2313416	0.007586386	0.008850784	0.008019778	0.008019778	-0.2264212	3	0	999
2.5	0.5	0.5	-0.2605144	0.01492439	0.0268639	0.01207975	0.01207975	-0.2560297	3	0	999
3.5	0.5	995.5	-0.2295331	0.01635207	0.01193961	0.005439678	0.005439678	-0.2230669	3	0	999
											
0.25	0.25	0.25	-0.1252018	0.04505744	0.0398585	0.009347487	0.009347487	-0.09020667	1	50	999
0.75	0.25	0.25	-0.180923	0.04217007	0.03892622	0.02633142	0.02633142	-0.1767875	1	50	999
1.5	0.5	0.5	-0.2324071	0.03853014	0.04324812	0.01204745	0.01204745	-0.1782805	1	50	999
2.5	0.5	0.5	-0.2024052	0.1849064	0.2664827	0.04862894	0.04862894	-0.1375555	1	50	999
3.5	0.5	995.5	0.4165397	0.05448856	0.1374059	0.0212875	0.0212875	0.1522629	1	50	999
											
0.25	0.25	0.25	0.09760643	0.1298463	0.1141074	0.01506395	0.01506395	0.06094483	2	50	999
0.75	0.25	0.25	0.1566242	0.04652028	0.04378379	0.009338129	0.009338129	0.1062773	2	50	999
1.5	0.5	0.5	0.1791154	0.05637669	0.06088682	0.01456453	0.01456453	0.1194818	2	50	999
2.5	0.5	0.5	0.2194505	0.1667665	0.7737967	0.02337947	0.02337947	0.1015154	2	50	999
3.5	0.5	995.5	0.3516955	0.06650644	0.06821173	0.04107704	0.04107704	-0.07872402	2	50	999
											
0.25	0.25	0.25	-0.1194769	0.05074918	0.04199932	0.009705665	0.009705665	-0.02846083	3	50	999
0.75	0.25	0.25	-0.1319083	0.04924454	0.06379407	0.02580737	0.02580737	-0.04444097	3	50	999
1.5	0.5	0.5	-0.2210093	0.04552031	0.04637918	0.01097091	0.01097091	-0.07211477	3	50	999
2.5	0.5	0.5	-0.175471	0.185938	0.2885245	0.07215785	0.07215785	-0.08888259	3	50	999
3.5	0.5	995.5	0.3263011	0.0779785	0.06421759	0.0578032	0.0578032	-0.08083541	3	50	999

